# phi psi z
8.824698469999999739e-01 3.176891450000000061e-01 1.747712224200000009e+01
9.530674340000000466e-01 3.176891450000000061e-01 1.768104891999999850e+01
1.023665022000000091e+00 3.176891450000000061e-01 1.850119352300000131e+01
1.094262609999999913e+00 3.176891450000000061e-01 1.988561678700000002e+01
1.164860197000000097e+00 3.176891450000000061e-01 2.181494677099999890e+01
1.235457784999999920e+00 3.176891450000000061e-01 2.437363672500000078e+01
1.306055372999999964e+00 3.176891450000000061e-01 2.757743520900000078e+01
1.376652961000000008e+00 3.176891450000000061e-01 3.136228628099999938e+01
1.447250547999999970e+00 3.176891450000000061e-01 3.557150714200000152e+01
1.517848136000000014e+00 3.176891450000000061e-01 3.994903762100000222e+01
1.588445724000000059e+00 3.176891450000000061e-01 4.427823679899999831e+01
1.659043311000000021e+00 3.176891450000000061e-01 4.852795682899999719e+01
1.729640899000000065e+00 3.176891450000000061e-01 5.273168712900000088e+01
1.800238487000000109e+00 3.176891450000000061e-01 5.696495240200000154e+01
1.870836074999999932e+00 3.176891450000000061e-01 6.126197025999999823e+01
1.941433661999999893e+00 3.176891450000000061e-01 6.549184051699999998e+01
2.012031250000000160e+00 3.176891450000000061e-01 6.946275746700000298e+01
2.082628838000000204e+00 3.176891450000000061e-01 7.297996233800000709e+01
2.153226425000000166e+00 3.176891450000000061e-01 7.588375521999999762e+01
2.223824013000000210e+00 3.176891450000000061e-01 7.806965632099999652e+01
2.294421600999999811e+00 3.176891450000000061e-01 7.946398920999999405e+01
2.365019188999999855e+00 3.176891450000000061e-01 8.002147549000000026e+01
2.435616775999999817e+00 3.176891450000000061e-01 7.966099483499999678e+01
2.506214363999999861e+00 3.176891450000000061e-01 7.834594776000000138e+01
2.576811951999999906e+00 3.176891450000000061e-01 7.606587244700000383e+01
2.647409539999999950e+00 3.176891450000000061e-01 7.289831460300000288e+01
2.718007126999999912e+00 3.176891450000000061e-01 6.896613405899999805e+01
2.788604714999999956e+00 3.176891450000000061e-01 6.438934652700000072e+01
2.859202303000000001e+00 3.176891450000000061e-01 5.937155834400000032e+01
2.929799889999999962e+00 3.176891450000000061e-01 5.411819393199999695e+01
3.000397478000000007e+00 3.176891450000000061e-01 4.890667223199999825e+01
3.070995066000000051e+00 3.176891450000000061e-01 4.395069948799999793e+01
-3.141592654000000095e+00 3.882867320000000233e-01 3.926075256400000058e+01
-3.070995066000000051e+00 3.882867320000000233e-01 3.508421732000000048e+01
-3.000397478000000007e+00 3.882867320000000233e-01 3.132237556899999831e+01
-2.929799889999999962e+00 3.882867320000000233e-01 2.807764731400000002e+01
-2.859202303000000001e+00 3.882867320000000233e-01 2.540574236400000174e+01
-2.788604714999999956e+00 3.882867320000000233e-01 2.328884617699999993e+01
-2.718007126999999912e+00 3.882867320000000233e-01 2.161932547400000004e+01
-2.647409539999999950e+00 3.882867320000000233e-01 2.024046415600000159e+01
-2.576811951999999906e+00 3.882867320000000233e-01 1.897466885800000114e+01
-2.506214363999999861e+00 3.882867320000000233e-01 1.778082024500000102e+01
-2.435616775999999817e+00 3.882867320000000233e-01 1.666891373600000037e+01
-2.365019188999999855e+00 3.882867320000000233e-01 1.570377964799999937e+01
-2.294421600999999811e+00 3.882867320000000233e-01 1.489918528299999956e+01
-2.223824013000000210e+00 3.882867320000000233e-01 1.423239196499999970e+01
-2.153226425000000166e+00 3.882867320000000233e-01 1.367656757800000022e+01
-2.082628838000000204e+00 3.882867320000000233e-01 1.313046142399999994e+01
-2.012031250000000160e+00 3.882867320000000233e-01 1.253425334699999993e+01
-1.941433661999999893e+00 3.882867320000000233e-01 1.184515653300000082e+01
-1.870836074999999932e+00 3.882867320000000233e-01 1.103387625100000058e+01
-1.800238487000000109e+00 3.882867320000000233e-01 1.004428896499999979e+01
-1.729640899000000065e+00 3.882867320000000233e-01 8.827179555000000732e+00
-1.659043311000000021e+00 3.882867320000000233e-01 7.410615939000000374e+00
-1.588445724000000059e+00 3.882867320000000233e-01 5.933988723999999770e+00
-1.517848136000000014e+00 3.882867320000000233e-01 4.648401345999999990e+00
-1.447250547999999970e+00 3.882867320000000233e-01 3.791957099999999858e+00
-1.376652961000000008e+00 3.882867320000000233e-01 3.445823807000000016e+00
-1.306055372999999964e+00 3.882867320000000233e-01 3.582581314000000017e+00
-1.235457784999999920e+00 3.882867320000000233e-01 4.125913380000000075e+00
-1.164860197000000097e+00 3.882867320000000233e-01 5.002566937000000102e+00
-1.094262609999999913e+00 3.882867320000000233e-01 6.242808491999999987e+00
-1.023665022000000091e+00 3.882867320000000233e-01 7.973304280999999882e+00
-9.530674340000000466e-01 3.882867320000000233e-01 1.025093068400000007e+01
-8.824698469999999739e-01 3.882867320000000233e-01 1.302906238399999950e+01
-8.118722590000000405e-01 3.882867320000000233e-01 1.615123246099999932e+01
-7.412746709999999961e-01 3.882867320000000233e-01 1.949448642799999831e+01
-6.706770829999999517e-01 3.882867320000000233e-01 2.291083058499999936e+01
-6.000794959999999900e-01 3.882867320000000233e-01 2.634401726400000143e+01
-5.294819079999999456e-01 3.882867320000000233e-01 2.972740435000000048e+01
-4.588843200000000122e-01 3.882867320000000233e-01 3.299859690899999975e+01
-3.882867320000000233e-01 3.882867320000000233e-01 3.600779006199999799e+01
-3.176891450000000061e-01 3.882867320000000233e-01 3.858374171999999902e+01
-2.470915569999999895e-01 3.882867320000000233e-01 4.059667384499999798e+01
-1.764939690000000005e-01 3.882867320000000233e-01 4.192346511099999873e+01
-1.058963819999999972e-01 3.882867320000000233e-01 4.252569979300000114e+01
-3.529879400000000139e-02 3.882867320000000233e-01 4.237811308100000218e+01
3.529879400000000139e-02 3.882867320000000233e-01 4.148634531799999792e+01
1.058963819999999972e-01 3.882867320000000233e-01 3.996299313499999784e+01
1.764939690000000005e-01 3.882867320000000233e-01 3.800757153699999691e+01
2.470915569999999895e-01 3.882867320000000233e-01 3.583681847599999770e+01
3.176891450000000061e-01 3.882867320000000233e-01 3.362736471099999847e+01
3.882867320000000233e-01 3.882867320000000233e-01 3.140235924699999970e+01
4.588843200000000122e-01 3.882867320000000233e-01 2.907465889999999931e+01
5.294819079999999456e-01 3.882867320000000233e-01 2.660163103800000073e+01
6.000794959999999900e-01 3.882867320000000233e-01 2.410108603000000116e+01
6.706770829999999517e-01 3.882867320000000233e-01 2.183143506900000119e+01
7.412746709999999961e-01 3.882867320000000233e-01 2.004543192799999929e+01
8.118722590000000405e-01 3.882867320000000233e-01 1.893158226999999982e+01
8.824698469999999739e-01 3.882867320000000233e-01 1.854645053200000149e+01
9.530674340000000466e-01 3.882867320000000233e-01 1.886308499100000091e+01
1.023665022000000091e+00 3.882867320000000233e-01 1.978161022400000135e+01
1.094262609999999913e+00 3.882867320000000233e-01 2.123311209299999902e+01
1.164860197000000097e+00 3.882867320000000233e-01 2.322830662000000146e+01
1.235457784999999920e+00 3.882867320000000233e-01 2.582382799000000162e+01
1.306055372999999964e+00 3.882867320000000233e-01 2.909997224199999977e+01
1.376652961000000008e+00 3.882867320000000233e-01 3.299018705900000015e+01
1.447250547999999970e+00 3.882867320000000233e-01 3.732367659799999871e+01
1.517848136000000014e+00 3.882867320000000233e-01 4.181607559900000126e+01
1.588445724000000059e+00 3.882867320000000233e-01 4.623056426299999799e+01
1.659043311000000021e+00 3.882867320000000233e-01 5.048457736000000295e+01
1.729640899000000065e+00 3.882867320000000233e-01 5.465392378899999670e+01
1.800238487000000109e+00 3.882867320000000233e-01 5.884064849800000019e+01
1.870836074999999932e+00 3.882867320000000233e-01 6.307556920300000058e+01
1.941433661999999893e+00 3.882867320000000233e-01 6.725968809600000498e+01
2.012031250000000160e+00 3.882867320000000233e-01 7.123776569499999312e+01
2.082628838000000204e+00 3.882867320000000233e-01 7.479872532800000329e+01
2.153226425000000166e+00 3.882867320000000233e-01 7.775323328400000378e+01
2.223824013000000210e+00 3.882867320000000233e-01 7.996739720899999782e+01
2.294421600999999811e+00 3.882867320000000233e-01 8.129671812300000511e+01
2.365019188999999855e+00 3.882867320000000233e-01 8.165526463199999796e+01
2.435616775999999817e+00 3.882867320000000233e-01 8.098974449099999617e+01
2.506214363999999861e+00 3.882867320000000233e-01 7.931283096100000307e+01
2.576811951999999906e+00 3.882867320000000233e-01 7.669941424399999619e+01
2.647409539999999950e+00 3.882867320000000233e-01 7.325846791200000041e+01
2.718007126999999912e+00 3.882867320000000233e-01 6.911733769100000302e+01
2.788604714999999956e+00 3.882867320000000233e-01 6.440216406999999776e+01
2.859202303000000001e+00 3.882867320000000233e-01 5.927941769600000299e+01
2.929799889999999962e+00 3.882867320000000233e-01 5.396914444299999758e+01
3.000397478000000007e+00 3.882867320000000233e-01 4.876238045000000199e+01
3.070995066000000051e+00 3.882867320000000233e-01 4.383370498000000026e+01
-3.141592654000000095e+00 4.588843200000000122e-01 3.913863748899999706e+01
-3.070995066000000051e+00 4.588843200000000122e-01 3.494332386699999660e+01
-3.000397478000000007e+00 4.588843200000000122e-01 3.116793604400000106e+01
-2.929799889999999962e+00 4.588843200000000122e-01 2.791445651900000158e+01
-2.859202303000000001e+00 4.588843200000000122e-01 2.524992077599999973e+01
-2.788604714999999956e+00 4.588843200000000122e-01 2.316442026100000007e+01
-2.718007126999999912e+00 4.588843200000000122e-01 2.155845654699999869e+01
-2.647409539999999950e+00 4.588843200000000122e-01 2.023661748900000035e+01
-2.576811951999999906e+00 4.588843200000000122e-01 1.900750314900000149e+01
-2.506214363999999861e+00 4.588843200000000122e-01 1.781011835600000026e+01
-2.435616775999999817e+00 4.588843200000000122e-01 1.664753100100000083e+01
-2.365019188999999855e+00 4.588843200000000122e-01 1.560255563900000020e+01
-2.294421600999999811e+00 4.588843200000000122e-01 1.473363740699999980e+01
-2.223824013000000210e+00 4.588843200000000122e-01 1.402473301300000053e+01
-2.153226425000000166e+00 4.588843200000000122e-01 1.344839421800000068e+01
-2.082628838000000204e+00 4.588843200000000122e-01 1.291948749400000018e+01
-2.012031250000000160e+00 4.588843200000000122e-01 1.231303526700000006e+01
-1.941433661999999893e+00 4.588843200000000122e-01 1.156943552399999930e+01
-1.870836074999999932e+00 4.588843200000000122e-01 1.067644858399999919e+01
-1.800238487000000109e+00 4.588843200000000122e-01 9.601965488999999465e+00
-1.729640899000000065e+00 4.588843200000000122e-01 8.295471136999999828e+00
-1.659043311000000021e+00 4.588843200000000122e-01 6.772441960000000094e+00
-1.588445724000000059e+00 4.588843200000000122e-01 5.191788633999999902e+00
-1.517848136000000014e+00 4.588843200000000122e-01 3.795683331999999854e+00
-1.447250547999999970e+00 4.588843200000000122e-01 2.847969486000000217e+00
-1.376652961000000008e+00 4.588843200000000122e-01 2.504582570000000175e+00
-1.306055372999999964e+00 4.588843200000000122e-01 2.735746515000000212e+00
-1.235457784999999920e+00 4.588843200000000122e-01 3.430240959999999895e+00
-1.164860197000000097e+00 4.588843200000000122e-01 4.514602514999999983e+00
-1.094262609999999913e+00 4.588843200000000122e-01 5.988746569999999991e+00
-1.023665022000000091e+00 4.588843200000000122e-01 7.929082580000000213e+00
-9.530674340000000466e-01 4.588843200000000122e-01 1.039389739399999968e+01
-8.824698469999999739e-01 4.588843200000000122e-01 1.328295552700000037e+01
-8.118722590000000405e-01 4.588843200000000122e-01 1.646233701699999941e+01
-7.412746709999999961e-01 4.588843200000000122e-01 1.978080186700000098e+01
-6.706770829999999517e-01 4.588843200000000122e-01 2.314586132999999890e+01
-6.000794959999999900e-01 4.588843200000000122e-01 2.654546236099999845e+01
-5.294819079999999456e-01 4.588843200000000122e-01 2.994264897800000114e+01
-4.588843200000000122e-01 4.588843200000000122e-01 3.328489792999999963e+01
-3.882867320000000233e-01 4.588843200000000122e-01 3.637540276600000055e+01
-3.176891450000000061e-01 4.588843200000000122e-01 3.901198874399999994e+01
-2.470915569999999895e-01 4.588843200000000122e-01 4.102049638599999781e+01
-1.764939690000000005e-01 4.588843200000000122e-01 4.228863534700000315e+01
-1.058963819999999972e-01 4.588843200000000122e-01 4.280855912199999835e+01
-3.529879400000000139e-02 4.588843200000000122e-01 4.257459556900000308e+01
3.529879400000000139e-02 4.588843200000000122e-01 4.160544230099999652e+01
1.058963819999999972e-01 4.588843200000000122e-01 4.004154861500000351e+01
1.764939690000000005e-01 4.588843200000000122e-01 3.806709049900000252e+01
2.470915569999999895e-01 4.588843200000000122e-01 3.590970975300000134e+01
3.176891450000000061e-01 4.588843200000000122e-01 3.372241730199999665e+01
3.882867320000000233e-01 4.588843200000000122e-01 3.154357561400000165e+01
4.588843200000000122e-01 4.588843200000000122e-01 2.929400713100000075e+01
5.294819079999999456e-01 4.588843200000000122e-01 2.694052754399999827e+01
6.000794959999999900e-01 4.588843200000000122e-01 2.460623961199999954e+01
6.706770829999999517e-01 4.588843200000000122e-01 2.253060971300000048e+01
7.412746709999999961e-01 4.588843200000000122e-01 2.091800133199999934e+01
8.118722590000000405e-01 4.588843200000000122e-01 1.992782023899999899e+01
8.824698469999999739e-01 4.588843200000000122e-01 1.961544635499999956e+01
9.530674340000000466e-01 4.588843200000000122e-01 1.997631872699999889e+01
1.023665022000000091e+00 4.588843200000000122e-01 2.093788062000000139e+01
1.094262609999999913e+00 4.588843200000000122e-01 2.246512765499999986e+01
1.164860197000000097e+00 4.588843200000000122e-01 2.454580915200000035e+01
1.235457784999999920e+00 4.588843200000000122e-01 2.724396711400000015e+01
1.306055372999999964e+00 4.588843200000000122e-01 3.061499776400000172e+01
1.376652961000000008e+00 4.588843200000000122e-01 3.459912647499999849e+01
1.447250547999999970e+00 4.588843200000000122e-01 3.903039285300000216e+01
1.517848136000000014e+00 4.588843200000000122e-01 4.362069077700000008e+01
1.588445724000000059e+00 4.588843200000000122e-01 4.810635631800000311e+01
1.659043311000000021e+00 4.588843200000000122e-01 5.242817898300000223e+01
1.729640899000000065e+00 4.588843200000000122e-01 5.663880813699999806e+01
1.800238487000000109e+00 4.588843200000000122e-01 6.084746835499999662e+01
1.870836074999999932e+00 4.588843200000000122e-01 6.505522113099999615e+01
1.941433661999999893e+00 4.588843200000000122e-01 6.918491291099999785e+01
2.012031250000000160e+00 4.588843200000000122e-01 7.309990401999999676e+01
2.082628838000000204e+00 4.588843200000000122e-01 7.661039579799999899e+01
2.153226425000000166e+00 4.588843200000000122e-01 7.954371046599999318e+01
2.223824013000000210e+00 4.588843200000000122e-01 8.171993841200000475e+01
2.294421600999999811e+00 4.588843200000000122e-01 8.291533721499999388e+01
2.365019188999999855e+00 4.588843200000000122e-01 8.303620212500000264e+01
2.435616775999999817e+00 4.588843200000000122e-01 8.204474109800000292e+01
2.506214363999999861e+00 4.588843200000000122e-01 8.001522423800000183e+01
2.576811951999999906e+00 4.588843200000000122e-01 7.709357332499999416e+01
2.647409539999999950e+00 4.588843200000000122e-01 7.342855574399999341e+01
2.718007126999999912e+00 4.588843200000000122e-01 6.914187680000000569e+01
2.788604714999999956e+00 4.588843200000000122e-01 6.432780563400000062e+01
2.859202303000000001e+00 4.588843200000000122e-01 5.915022835199999918e+01
2.929799889999999962e+00 4.588843200000000122e-01 5.382511793100000119e+01
3.000397478000000007e+00 4.588843200000000122e-01 4.862900758300000348e+01
3.070995066000000051e+00 4.588843200000000122e-01 4.371200087100000076e+01
-3.141592654000000095e+00 5.294819079999999456e-01 3.899646917700000159e+01
-3.070995066000000051e+00 5.294819079999999456e-01 3.481100794299999990e+01
-3.000397478000000007e+00 5.294819079999999456e-01 3.102881737999999956e+01
-2.929799889999999962e+00 5.294819079999999456e-01 2.779227312600000133e+01
-2.859202303000000001e+00 5.294819079999999456e-01 2.515176143800000119e+01
-2.788604714999999956e+00 5.294819079999999456e-01 2.311687652599999865e+01
-2.718007126999999912e+00 5.294819079999999456e-01 2.155702535900000072e+01
-2.647409539999999950e+00 5.294819079999999456e-01 2.025353150999999841e+01
-2.576811951999999906e+00 5.294819079999999456e-01 1.903088384100000141e+01
-2.506214363999999861e+00 5.294819079999999456e-01 1.781055701600000063e+01
-2.435616775999999817e+00 5.294819079999999456e-01 1.661687193599999901e+01
-2.365019188999999855e+00 5.294819079999999456e-01 1.551908744200000001e+01
-2.294421600999999811e+00 5.294819079999999456e-01 1.458127383399999921e+01
-2.223824013000000210e+00 5.294819079999999456e-01 1.384333134499999929e+01
-2.153226425000000166e+00 5.294819079999999456e-01 1.324747814500000054e+01
-2.082628838000000204e+00 5.294819079999999456e-01 1.268867107400000016e+01
-2.012031250000000160e+00 5.294819079999999456e-01 1.203017529799999963e+01
-1.941433661999999893e+00 5.294819079999999456e-01 1.120162969299999922e+01
-1.870836074999999932e+00 5.294819079999999456e-01 1.020337566799999962e+01
-1.800238487000000109e+00 5.294819079999999456e-01 9.049653680000000477e+00
-1.729640899000000065e+00 5.294819079999999456e-01 7.692524292999999957e+00
-1.659043311000000021e+00 5.294819079999999456e-01 6.146898918999999850e+00
-1.588445724000000059e+00 5.294819079999999456e-01 4.557644964999999715e+00
-1.517848136000000014e+00 5.294819079999999456e-01 3.148152571999999871e+00
-1.447250547999999970e+00 5.294819079999999456e-01 2.184445532999999884e+00
-1.376652961000000008e+00 5.294819079999999456e-01 1.861055122000000006e+00
-1.306055372999999964e+00 5.294819079999999456e-01 2.174270252999999986e+00
-1.235457784999999920e+00 5.294819079999999456e-01 2.994244463999999883e+00
-1.164860197000000097e+00 5.294819079999999456e-01 4.247269991999999661e+00
-1.094262609999999913e+00 5.294819079999999456e-01 5.913762527000000269e+00
-1.023665022000000091e+00 5.294819079999999456e-01 8.031536021000000858e+00
-9.530674340000000466e-01 5.294819079999999456e-01 1.061623625100000012e+01
-8.824698469999999739e-01 5.294819079999999456e-01 1.358096068899999942e+01
-8.118722590000000405e-01 5.294819079999999456e-01 1.678183743199999967e+01
-7.412746709999999961e-01 5.294819079999999456e-01 2.009283269399999838e+01
-6.706770829999999517e-01 5.294819079999999456e-01 2.343642267699999948e+01
-6.000794959999999900e-01 5.294819079999999456e-01 2.683094355700000122e+01
-5.294819079999999456e-01 5.294819079999999456e-01 3.025503592800000163e+01
-4.588843200000000122e-01 5.294819079999999456e-01 3.363143028500000042e+01
-3.882867320000000233e-01 5.294819079999999456e-01 3.675940618100000279e+01
-3.176891450000000061e-01 5.294819079999999456e-01 3.940012372300000010e+01
-2.470915569999999895e-01 5.294819079999999456e-01 4.135061041000000159e+01
-1.764939690000000005e-01 5.294819079999999456e-01 4.253512615900000071e+01
-1.058963819999999972e-01 5.294819079999999456e-01 4.297567146600000143e+01
-3.529879400000000139e-02 5.294819079999999456e-01 4.268222750700000034e+01
3.529879400000000139e-02 5.294819079999999456e-01 4.169695188000000030e+01
1.058963819999999972e-01 5.294819079999999456e-01 4.013902445299999755e+01
1.764939690000000005e-01 5.294819079999999456e-01 3.817464934899999918e+01
2.470915569999999895e-01 5.294819079999999456e-01 3.599889786399999991e+01
3.176891450000000061e-01 5.294819079999999456e-01 3.378540566200000228e+01
3.882867320000000233e-01 5.294819079999999456e-01 3.160698263700000155e+01
4.588843200000000122e-01 5.294819079999999456e-01 2.940730541699999989e+01
5.294819079999999456e-01 5.294819079999999456e-01 2.721214158300000108e+01
6.000794959999999900e-01 5.294819079999999456e-01 2.510550935799999905e+01
6.706770829999999517e-01 5.294819079999999456e-01 2.324619904500000089e+01
7.412746709999999961e-01 5.294819079999999456e-01 2.180459229299999890e+01
8.118722590000000405e-01 5.294819079999999456e-01 2.092114325400000041e+01
8.824698469999999739e-01 5.294819079999999456e-01 2.066949422500000111e+01
9.530674340000000466e-01 5.294819079999999456e-01 2.107003884499999913e+01
1.023665022000000091e+00 5.294819079999999456e-01 2.208809898000000160e+01
1.094262609999999913e+00 5.294819079999999456e-01 2.371500048500000091e+01
1.164860197000000097e+00 5.294819079999999456e-01 2.590944982199999913e+01
1.235457784999999920e+00 5.294819079999999456e-01 2.871305245799999994e+01
1.306055372999999964e+00 5.294819079999999456e-01 3.218159822799999858e+01
1.376652961000000008e+00 5.294819079999999456e-01 3.624935502000000298e+01
1.447250547999999970e+00 5.294819079999999456e-01 4.073199558400000342e+01
1.517848136000000014e+00 5.294819079999999456e-01 4.537151806800000031e+01
1.588445724000000059e+00 5.294819079999999456e-01 4.992510125799999798e+01
1.659043311000000021e+00 5.294819079999999456e-01 5.434995904699999869e+01
1.729640899000000065e+00 5.294819079999999456e-01 5.865832614499999664e+01
1.800238487000000109e+00 5.294819079999999456e-01 6.293775734500000141e+01
1.870836074999999932e+00 5.294819079999999456e-01 6.715512055799999303e+01
1.941433661999999893e+00 5.294819079999999456e-01 7.120228845399999784e+01
2.012031250000000160e+00 5.294819079999999456e-01 7.495196645000000046e+01
2.082628838000000204e+00 5.294819079999999456e-01 7.830045014799999592e+01
2.153226425000000166e+00 5.294819079999999456e-01 8.109771721100000264e+01
2.223824013000000210e+00 5.294819079999999456e-01 8.313702777000000310e+01
2.294421600999999811e+00 5.294819079999999456e-01 8.418453648499999531e+01
2.365019188999999855e+00 5.294819079999999456e-01 8.407531654299999957e+01
2.435616775999999817e+00 5.294819079999999456e-01 8.279553838799999710e+01
2.506214363999999861e+00 5.294819079999999456e-01 8.048627071399999977e+01
2.576811951999999906e+00 5.294819079999999456e-01 7.734478810900000667e+01
2.647409539999999950e+00 5.294819079999999456e-01 7.353785844799999438e+01
2.718007126999999912e+00 5.294819079999999456e-01 6.913280688199999702e+01
2.788604714999999956e+00 5.294819079999999456e-01 6.423798292899999751e+01
2.859202303000000001e+00 5.294819079999999456e-01 5.902013104800000320e+01
2.929799889999999962e+00 5.294819079999999456e-01 5.366972509200000019e+01
3.000397478000000007e+00 5.294819079999999456e-01 4.845644403499999697e+01
3.070995066000000051e+00 5.294819079999999456e-01 4.354323268000000269e+01
-3.141592654000000095e+00 6.000794959999999900e-01 3.887249958099999958e+01
-3.070995066000000051e+00 6.000794959999999900e-01 3.473003150499999947e+01
-3.000397478000000007e+00 6.000794959999999900e-01 3.098458833300000137e+01
-2.929799889999999962e+00 6.000794959999999900e-01 2.777180565700000159e+01
-2.859202303000000001e+00 6.000794959999999900e-01 2.516755629300000052e+01
-2.788604714999999956e+00 6.000794959999999900e-01 2.315771054800000073e+01
-2.718007126999999912e+00 6.000794959999999900e-01 2.159954124300000089e+01
-2.647409539999999950e+00 6.000794959999999900e-01 2.029942733700000090e+01
-2.576811951999999906e+00 6.000794959999999900e-01 1.905907853000000074e+01
-2.506214363999999861e+00 6.000794959999999900e-01 1.780228534900000170e+01
-2.435616775999999817e+00 6.000794959999999900e-01 1.656928595600000165e+01
-2.365019188999999855e+00 6.000794959999999900e-01 1.543748488600000002e+01
-2.294421600999999811e+00 6.000794959999999900e-01 1.447589359700000067e+01
-2.223824013000000210e+00 6.000794959999999900e-01 1.372120456300000058e+01
-2.153226425000000166e+00 6.000794959999999900e-01 1.310287001400000051e+01
-2.082628838000000204e+00 6.000794959999999900e-01 1.249957922299999957e+01
-2.012031250000000160e+00 6.000794959999999900e-01 1.177118231500000078e+01
-1.941433661999999893e+00 6.000794959999999900e-01 1.085776038300000046e+01
-1.870836074999999932e+00 6.000794959999999900e-01 9.753435514999999612e+00
-1.800238487000000109e+00 6.000794959999999900e-01 8.514997921000000858e+00
-1.729640899000000065e+00 6.000794959999999900e-01 7.117565918999999575e+00
-1.659043311000000021e+00 6.000794959999999900e-01 5.581962654999999884e+00
-1.588445724000000059e+00 6.000794959999999900e-01 4.057015466000000181e+00
-1.517848136000000014e+00 6.000794959999999900e-01 2.724827067000000103e+00
-1.447250547999999970e+00 6.000794959999999900e-01 1.821281965000000058e+00
-1.376652961000000008e+00 6.000794959999999900e-01 1.534735887999999937e+00
-1.306055372999999964e+00 6.000794959999999900e-01 1.904146002000000060e+00
-1.235457784999999920e+00 6.000794959999999900e-01 2.805412329000000149e+00
-1.164860197000000097e+00 6.000794959999999900e-01 4.170300479999999865e+00
-1.094262609999999913e+00 6.000794959999999900e-01 5.964691357000000416e+00
-1.023665022000000091e+00 6.000794959999999900e-01 8.190483849999999677e+00
-9.530674340000000466e-01 6.000794959999999900e-01 1.082866242000000057e+01
-8.824698469999999739e-01 6.000794959999999900e-01 1.379410549800000041e+01
-8.118722590000000405e-01 6.000794959999999900e-01 1.699367961500000135e+01
-7.412746709999999961e-01 6.000794959999999900e-01 2.031455491299999849e+01
-6.706770829999999517e-01 6.000794959999999900e-01 2.369641817200000133e+01
-6.000794959999999900e-01 6.000794959999999900e-01 2.712534954299999868e+01
-5.294819079999999456e-01 6.000794959999999900e-01 3.060087693499999872e+01
-4.588843200000000122e-01 6.000794959999999900e-01 3.399625397799999860e+01
-3.882867320000000233e-01 6.000794959999999900e-01 3.711282246399999707e+01
-3.176891450000000061e-01 6.000794959999999900e-01 3.969569293499999674e+01
-2.470915569999999895e-01 6.000794959999999900e-01 4.154966552199999796e+01
-1.764939690000000005e-01 6.000794959999999900e-01 4.263945719000000167e+01
-1.058963819999999972e-01 6.000794959999999900e-01 4.301300203099999919e+01
-3.529879400000000139e-02 6.000794959999999900e-01 4.270445100300000263e+01
3.529879400000000139e-02 6.000794959999999900e-01 4.176365561000000071e+01
1.058963819999999972e-01 6.000794959999999900e-01 4.026874746200000033e+01
1.764939690000000005e-01 6.000794959999999900e-01 3.835693409000000287e+01
2.470915569999999895e-01 6.000794959999999900e-01 3.619706770700000220e+01
3.176891450000000061e-01 6.000794959999999900e-01 3.396360278400000254e+01
3.882867320000000233e-01 6.000794959999999900e-01 3.176466490900000039e+01
4.588843200000000122e-01 6.000794959999999900e-01 2.961576133000000155e+01
5.294819079999999456e-01 6.000794959999999900e-01 2.756221883599999956e+01
6.000794959999999900e-01 6.000794959999999900e-01 2.567981309600000017e+01
6.706770829999999517e-01 6.000794959999999900e-01 2.404495985200000163e+01
7.412746709999999961e-01 6.000794959999999900e-01 2.277425349700000012e+01
8.118722590000000405e-01 6.000794959999999900e-01 2.198817680100000160e+01
8.824698469999999739e-01 6.000794959999999900e-01 2.181693963200000042e+01
9.530674340000000466e-01 6.000794959999999900e-01 2.230046207399999858e+01
1.023665022000000091e+00 6.000794959999999900e-01 2.344023352399999993e+01
1.094262609999999913e+00 6.000794959999999900e-01 2.519133511300000094e+01
1.164860197000000097e+00 6.000794959999999900e-01 2.750735421199999919e+01
1.235457784999999920e+00 6.000794959999999900e-01 3.040702427400000118e+01
1.306055372999999964e+00 6.000794959999999900e-01 3.393064068300000002e+01
1.376652961000000008e+00 6.000794959999999900e-01 3.802727348199999824e+01
1.447250547999999970e+00 6.000794959999999900e-01 4.250411381800000044e+01
1.517848136000000014e+00 6.000794959999999900e-01 4.711761690099999811e+01
1.588445724000000059e+00 6.000794959999999900e-01 5.170076452299999659e+01
1.659043311000000021e+00 6.000794959999999900e-01 5.621035900799999752e+01
1.729640899000000065e+00 6.000794959999999900e-01 6.064910837899999763e+01
1.800238487000000109e+00 6.000794959999999900e-01 6.501862447999999972e+01
1.870836074999999932e+00 6.000794959999999900e-01 6.922731761800000072e+01
1.941433661999999893e+00 6.000794959999999900e-01 7.313374992100000327e+01
2.012031250000000160e+00 6.000794959999999900e-01 7.665626810700000249e+01
2.082628838000000204e+00 6.000794959999999900e-01 7.975952153999999439e+01
2.153226425000000166e+00 6.000794959999999900e-01 8.231447698099999855e+01
2.223824013000000210e+00 6.000794959999999900e-01 8.415553191300000435e+01
2.294421600999999811e+00 6.000794959999999900e-01 8.502406758600000103e+01
2.365019188999999855e+00 6.000794959999999900e-01 8.472950682500000141e+01
2.435616775999999817e+00 6.000794959999999900e-01 8.324895542800000214e+01
2.506214363999999861e+00 6.000794959999999900e-01 8.075667556700000205e+01
2.576811951999999906e+00 6.000794959999999900e-01 7.748311310600000468e+01
2.647409539999999950e+00 6.000794959999999900e-01 7.357041347700000244e+01
2.718007126999999912e+00 6.000794959999999900e-01 6.909682902999999499e+01
